Credit Number,Region,Country,Credit Status,Service Charge Rate,Currency of Commitment,Project ID,Project Name,Original Principal Amount,Cancelled Amount,Undisbursed Amount,Disbursed Amount,Repaid to IDA,First Repayment Date,Last Repayment Date,Agreement Signing Date
IDAD6610,AFRICA EAST,Eastern Africa,Disbursing,,XDR,P155658,Southern Africa TB and Health Systems,5000000,0,3796240.25,1408615.01,0,,,01/07/2020
IDAD6620,AFRICA EAST,"Congo, Democratic Republic of",Disbursing,,XDR,P172341,DR Congo Emergency Education,356000000,0,313417081.9,52840704.61,0,,,24/06/2020
IDAD6630,AFRICA WEST,Central African Republic,Fully Disbursed,,XDR,P168035,CSIDP 1,25000000,0,0,25872357,0,,,23/06/2020
IDAD6640,AFRICA WEST,Chad,Disbursing,,XDR,P164748,Chad - Refugees and Host Communities,75000000,0,71925443.19,4968214.8,0,,,08/10/2020
IDAD6650,SOUTH ASIA,Maldives,Disbursing,,XDR,P174014,COVID-19 Emergency Income Support,6400000,0,29831.34,6646629.34,0,,,13/06/2020
IDAD6660,AFRICA EAST,Somalia,Disbursing,,XDR,P171160,Somali Stat Cap,25000000,0,22729101.18,2895765.85,0,,,09/07/2020
IDAD6670,AFRICA WEST,Benin,Fully Disbursed,,XDR,P168668,Benin FMST DPO1,25000000,0,0,25175310,0,,,29/06/2020
IDAD6680,AFRICA EAST,Comoros,Fully Cancelled,,XDR,P162783,ComorSol,20000000,20000000,0,0,0,,,15/08/2020
IDAD6690,LATIN AMERICA AND CARIBBEAN,Haiti,Disbursing,,XDR,P163490,HT Rural Accessibility & Resilience,33000000,0,17959274.46,16242828.3,0,,,29/06/2020
IDAD6700,AFRICA WEST,Niger,Effective,,XDR,P130174,Kandadji Project,50000000,0,51224994,0,0,,,04/09/2020
IDAD6710,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Disbursing,,XDR,P174170,RY: Yemen Desert Locust Response Proj,25000000,0,13431393.58,12324524,0,,,14/07/2020
IDAD6720,AFRICA EAST,Ethiopia,Fully Disbursed,,XDR,P169079,Ethiopia Growth and Competitiveness DPF2,125000000,0,0,126248955,0,,,18/06/2020
IDAD6730,AFRICA WEST,Chad,Disbursing,,XDR,P171611,ALBIÃ„,50000000,0,48194966.93,3077414.12,0,,,24/06/2020
IDAD6740,AFRICA EAST,Madagascar,Effective,,XDR,P160848,Madagascar: Nutrition & Health Project,10000000,0,10356966,0,0,,,24/06/2020
IDAD6750,AFRICA EAST,"Congo, Democratic Republic of",Disbursing,,XDR,P147555,DRC -Health System Strengthening Project,79000000,0,25092009.03,57015599,0,,,29/06/2020
IDAD6760,AFRICA EAST,Comoros,Disbursing,,XDR,P166193,KM Financial Inclusion IPF,10000000,0,8744197.48,1636729.62,0,,,15/08/2020
IDAD6770,AFRICA EAST,Somalia,Disbursing,,XDR,P174065,SNLRP,40000000,0,2415536.97,39526228.1,0,,,17/07/2020
IDAD6780,AFRICA EAST,Eastern Africa,Disbursing,,XDR,P171967,Regional Infrastructure Finance - Africa,10000000,0,9739630.97,635490,0,,,03/08/2020
IDAD6790,SOUTH ASIA,Pakistan,Disbursing,,XDR,P166308,Balochistan Human Capital Project,15000000,0,14413348.12,1001335.01,0,,,29/03/2021
IDAD6800,SOUTH ASIA,Pakistan,Disbursing,,XDR,P166309,KP HC Project,62500000,0,61725361.82,2425666,0,,,30/03/2021
IDAD6810,AFRICA WEST,Sierra Leone,Disbursing,,XDR,P167897,Sierra Leone Free Education Project,50000000,0,41240036.52,9979825.41,0,,,13/07/2020
IDAD6820,AFRICA EAST,Somalia,Fully Disbursed,,XDR,P171570,SO Reengagement & Reform DPF,55000000,0,0,55271434,0,,,24/06/2020
IDAD6830,SOUTH ASIA,Afghanistan,Fully Disbursed,,XDR,P174234,Afghanistan COVID-19 Response DPG,100000000,0,0,101249352,0,,,12/07/2020
IDAD6840,AFRICA WEST,Burkina Faso,Disbursing,,XDR,P148062,B. Faso - Education Access and Quality,100000000,0,71004479.51,32040528.75,0,,,28/09/2020
IDAD6850,EUROPE AND CENTRAL ASIA,Tajikistan,Effective,,XDR,P173804,Nurek Hydropower Rehabilitation Phase 2,50000000,0,51085035,0,0,,,03/12/2020
IDAD6860,AFRICA WEST,Mali,Fully Disbursed,,XDR,P171225,West Africa Regional Energy Trade DPF,30000000,0,0,31348900,0,,,12/01/2021
IDAD6870,AFRICA WEST,Guinea,Disbursing,,XDR,P174032,Guinea COVID-19 Response Project,5450000,0,0,5731860.08,0,,,25/06/2020
IDAD6880,AFRICA WEST,Sierra Leone,Disbursing,,XDR,P153437,SL-Agribusiness Development Support Proj,30000000,0,26193386,4517767.01,0,,,18/08/2020
IDAD6890,LATIN AMERICA AND CARIBBEAN,Haiti,Terminated,,XDR,P171474,HT COVID-19 Response and Resilience DPO,0,0,0,0,0,,,
IDAD6900,EAST ASIA AND PACIFIC,Kiribati,Disbursing,,XDR,P174219,COVID-19 Response Project,2500000,0,2238672.88,426071.96,0,,,07/07/2020
IDAD6910,AFRICA WEST,Burkina Faso,Fully Disbursed,,XDR,P171225,West Africa Regional Energy Trade DPF,30000000,0,0,31352259,0,,,23/09/2020
IDAD6920,AFRICA WEST,Guinea,Disbursing,,XDR,P171225,West Africa Regional Energy Trade DPF,30000000,0,0,31292034,0,,,10/08/2020
IDAD6930,AFRICA WEST,Liberia,Fully Disbursed,,XDR,P171225,West Africa Regional Energy Trade DPF,12500000,0,0,13217732,0,,,19/08/2020
IDAD6940,AFRICA WEST,Sierra Leone,Fully Disbursed,,XDR,P171225,West Africa Regional Energy Trade DPF,25000000,0,0,26473695,0,,,12/08/2020
IDAD6950,AFRICA WEST,Mauritania,Fully Disbursed,,XDR,P174155,Mauritania COVID-19 Emergency DPO,70000000,0,0,71886458,0,,,03/08/2020
IDAD6960,AFRICA WEST,Niger,Disbursing,,XDR,P173113,Niger DPO 2,125000000,0,310688.6,128901290.2,0,,,07/08/2020
IDAD6970,AFRICA WEST,Niger,Disbursing,,XDR,P164271,GOLD & COVID-19 response,50000000,0,47450211.95,3728831.55,0,,,14/08/2020
IDAD6980,AFRICA WEST,Guinea,Disbursing,,XDR,P174063,Guinea COVID-19  Crisis Response DPO,40000000,0,0,41226604,0,,,10/08/2020
IDAD6990,EUROPE AND CENTRAL ASIA,Tajikistan,Disbursing,,XDR,P166820,Central Asia Regional Links - Phase 4,131000000,0,131658068.9,2000000,0,,,17/05/2021
IDAD7000,AFRICA EAST,Rwanda,Disbursing,,XDR,P252350,Rwanda Priority Skills for Growth (PSG),75000000,0,43167706.93,34157645.31,0,,,05/07/2020
IDAD7010,AFRICA EAST,Uganda,Approved,,XDR,P166570,Uganda Secondary Education Expansion,60000000,0,61302042,0,0,,,
IDAD7020,AFRICA WEST,Sierra Leone,Disbursing,,XDR,P164212,SL Economic Diversification Project,40000000,0,37276394.21,3679731.72,0,,,18/08/2020
IDAD7030,AFRICA EAST,Comoros,Effective,,XDR,P166013,COMPASS,2500000,0,2659221,0,0,,,15/08/2020
IDAD7040,AFRICA EAST,South Sudan,Disbursing,,XDR,P169949,Community Resilience & Local Governance,45000000,0,16734803.98,29524503.94,0,,,07/08/2020
IDAD7050,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,Disbursing,,XDR,P163592,CASA1000 CSP - Kyrgyz Republic,10500000,0,9299933.31,1517702.02,0,,,02/09/2020
IDAD7060,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,Disbursing,,XDR,P174028,Emergency Support for MSMEs,25000000,0,21526588.68,4153570.01,0,,,02/09/2020
IDAD7070,AFRICA WEST,Senegal,Effective,,XDR,P166538,Saint-Louis Emergency Recov & Resilience,25000000,0,25612497,0,0,,,28/09/2020
IDAD7080,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,Fully Cancelled,,XDR,P174072,SP Emergency Response & Delivery Systems,25000000,25000000,0,0,0,,,02/09/2020
IDAD7110,SOUTH ASIA,Afghanistan,Disbursing,,XDR,P174119,Afghanistan COVID-19 REACH,155000000,0,72621763.16,86552803,0,,,27/08/2020
IDAD7120,SOUTH ASIA,Afghanistan,Disbursing,,XDR,P174348,EATS,55000000,0,47814981.46,8263907.9,0,,,14/09/2020
IDAD7130,AFRICA WEST,Guinea,Disbursing,,XDR,P164184,Guinea-CADP,50000000,0,48475171.23,2511313.07,0,,,29/03/2021
IDAD7140,AFRICA WEST,Central African Republic,Disbursing,,XDR,P168474,CSIDP2,50000000,0,78446.49,51348186.85,0,,,18/09/2020
IDAD7150,AFRICA EAST,Uganda,Effective,,XDR,P160250,Uganda Intergov Fiscal Transfers Program,60000000,0,61162083,0,0,,,10/06/2021
IDAD7160,AFRICA EAST,Mozambique,Disbursing,,XDR,P167054,MozSkills,104000000,0,89457360.31,16646475.16,0,,,03/11/2020
IDAD7170,AFRICA WEST,Togo,Fully Disbursed,,XDR,P174376,Togo Emergency Covid-19 DPO 2021,35000000,0,0,36215100,0,,,23/09/2020
IDAD7200,AFRICA EAST,Uganda,Effective,,XDR,P171339,Connectivity in Refugee Hosting District,130800000,0,129741993,0,0,,,21/10/2020
IDAD7210,AFRICA EAST,Rwanda,Disbursing,,XDR,P172594,Rwanda - EAQIP,75000000,0,67275182.07,9302602,0,,,24/09/2020
IDAD7220,AFRICA EAST,Ethiopia,Disbursing,,XDR,P148591,Second Agricultural Growth Project,80000000,0,70227528.51,9113439.35,0,,,07/10/2020
IDAD7230,SOUTH ASIA,Afghanistan,Disbursing,,XDR,P171886,SAFI,100000000,0,72514692.13,27333769.29,0,,,15/10/2020
IDAD7240,LATIN AMERICA AND CARIBBEAN,Haiti,Disbursing,,XDR,P171976,Digital Haiti,60000000,0,58085251.68,1431300.81,0,,,28/10/2020
IDAD7260,AFRICA WEST,Guinea-Bissau,Disbursing,,XDR,P174336,Guinea-Bissau Emergency Food Security,15000000,0,7426042.2,7695414.64,0,,,22/01/2021
IDAD7270,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,Effective,,XDR,P146970,Third Village Investment Project,8500000,0,8537499,0,0,,,04/03/2021
IDAD7280,AFRICA EAST,Mozambique,Effective,,XDR,P171040,MZ Cyclone Emergency Recovery Project,14700000,0,14695695,0,0,,,18/11/2020
IDAD7290,AFRICA EAST,Mozambique,Effective,,XDR,P171040,MZ Cyclone Emergency Recovery Project,58800000,0,58362903,0,0,,,18/11/2020
IDAD7300,LATIN AMERICA AND CARIBBEAN,Haiti,Disbursing,,XDR,P156719,HT Renewable Energy for All,4000000,0,2566201.38,1512107.01,0,,,14/10/2020
IDAD7310,AFRICA WEST,"Gambia, The",Disbursing,,XDR,P173287,Gambia Essential Health Services,30000000,0,25294806.35,4457930.53,0,,,19/10/2020
IDAD7320,AFRICA EAST,Ethiopia,Disbursing,,XDR,P169943,UPSNJP,400000000,0,353208700.7,42219366.16,0,,,07/10/2020
IDAD7330,AFRICA EAST,Mozambique,Fully Disbursed,,XDR,P174152,Mozambique Covid19 Response DPO,100000000,0,0,101539035,0,,,04/11/2020
IDAD7340,AFRICA EAST,Sao Tome and Principe,Disbursing,,XDR,P169222,STP Girls Empowerment and QEFA Project,15000000,0,14290324.09,1130902.33,0,,,15/01/2021
IDAD7350,AFRICA EAST,Sudan,Disbursing,,XDR,P173521,SFS Project,200000000,0,99546097.48,100638600,0,,,23/10/2020
IDAD7360,AFRICA WEST,Mauritania,Disbursing,,XDR,P163143,MR Basic Educ. Sector Support Project 2,40000000,0,35179363.42,5676747.98,0,,,06/11/2020
IDAD7370,AFRICA EAST,Rwanda,Disbursing,,XDR,P165017,Second Rwanda Urban Development Project,75000000,0,69854822.17,4245401.72,0,,,12/11/2020
IDAD7380,EAST ASIA AND PACIFIC,Kiribati,Signed,,XDR,P169179,Kiribati Inclusive Growth & Resilience 2,5000000,0,5038524,0,0,,,06/12/2021
IDAD7390,EAST ASIA AND PACIFIC,Samoa,Disbursing,,XDR,P171764,Samoa First Response DPO with CATDDO,15000000,0,0,15410889,0,,,14/12/2020
IDAD7400,EAST ASIA AND PACIFIC,Samoa,Effective,,XDR,P171764,Samoa First Response DPO with CATDDO,10000000,0,10077048,0,0,,,14/12/2020
IDAD7410,AFRICA EAST,Rwanda,Disbursing,,XDR,P171554,Rwanda - HCIG DPF,75000000,0,0,76068161,0,,,17/12/2020
IDAD7420,LATIN AMERICA AND CARIBBEAN,Haiti,Disbursing,,XDR,P162908,Resilient Productive Landscapes in Haiti,7750000,0,7055674.55,802265.65,0,,,28/12/2020
IDAD7430,EAST ASIA AND PACIFIC,Tonga,Disbursing,,XDR,P174683,Tonga: Supporting Recovery DPO,30000000,0,0,30677751,0,,,14/12/2020
IDAD7440,SOUTH ASIA,Maldives,Effective,,XDR,P172788,Maldives ARISE,12400000,0,12316392,0,0,,,02/03/2021
IDAD7450,AFRICA EAST,Ethiopia,Disbursing,,XDR,P172479,SEASN,312500000,0,140339675.7,173779098.8,0,,,03/12/2020
IDAD7460,AFRICA WEST,Burkina Faso,Disbursing,,XDR,P174315,Burkina Faso Crisis-Response DPF,50000000,0,256573.75,50712788.99,0,,,21/01/2021
IDAD7470,SOUTH ASIA,Afghanistan,Disbursing,,XDR,P169970,A-WASH,50000000,0,48475907.24,1250000,0,,,28/12/2020
IDAD7480,AFRICA EAST,Comoros,Disbursing,,XDR,P174260,Comoros Emergency DPO,10000000,0,0,10369944,0,,,14/12/2020
IDAD7490,AFRICA EAST,Mozambique,Disbursing,,XDR,P171449,Maputo Urban Transformation Project,100000000,0,95041128.66,4268700.75,0,,,21/12/2020
IDAD7500,EUROPE AND CENTRAL ASIA,Tajikistan,Effective,,XDR,P150381,Public Finance Management Modernization,6000000,0,6018237,0,0,,,25/06/2021
IDAD7510,AFRICA EAST,Madagascar,Disbursing,,XDR,P171056,Resilient livelihoods in the South,100000000,0,86736095.4,12619940.75,0,,,17/12/2020
IDAD7520,SOUTH ASIA,Afghanistan,Disbursing,,XDR,P160567,Citizens' Charter Afghanistan Project,35000000,0,12161639.1,23209833.46,0,,,16/12/2020
IDAD7530,AFRICA WEST,Benin,Disbursing,,XDR,P172749,Benin FMST DPO2,50000000,0,0,51129585,0,,,18/12/2020
IDAD7540,AFRICA WEST,Western Africa,Disbursing,,XDR,P173398,CGIAR Climate Research for Africa,60000000,0,49611447.05,10000000,0,,,04/02/2021
IDAD7550,AFRICA WEST,Benin,Disbursing,,XDR,P170425,Benin Youth Inclusion Project,30000000,0,24406868.37,5543996.46,0,,,31/12/2020
IDAD7560,AFRICA WEST,Central African Republic,Disbursing,,XDR,P161591,Displacement Project,16000000,0,12013318.65,4000000,0,,,11/12/2020
IDAD7570,AFRICA EAST,Sao Tome and Principe,Disbursing,,XDR,P168335,STP Human and Economic Recovery DPO,10000000,0,0,10225917,0,,,21/12/2020
IDAD7580,AFRICA WEST,Chad,Effective,,XDR,P164747,Rural Mobility and Connectivity Project,15000000,0,14975613,0,0,,,19/03/2021
IDAD7590,MIDDLE EAST AND NORTH AFRICA,Djibouti,Disbursing,,XDR,P162901,DJ: Djibouti Integrated Slum Upgrading,25000000,0,22606487.21,2357627.53,0,,,22/12/2020
IDAD7600,EAST ASIA AND PACIFIC,Marshall Islands,Disbursing,,XDR,P171924,RMI Education & Skills,10000000,0,9790379.83,6890.71,0,,,25/02/2021
IDAD7610,AFRICA WEST,Burkina Faso,Disbursing,,XDR,P175382,Emergency Local Development & Resilience,175000000,0,163728963.5,10029160.16,0,,,21/01/2021
IDAD7620,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Disbursing,,XDR,P173582,RY: Social Protection & COVID19 Response,61400000,0,30503081.4,30971649.27,0,,,23/12/2020
IDAD7630,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Disbursing,,XDR,P173582,RY: Social Protection & COVID19 Response,142500000,0,9740974.88,132995560,0,,,24/12/2020
IDAD7640,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Disbursing,,XDR,P175036,RY: Restoring Educt'n & Learn'g Emer Prj,46700000,0,36765111.22,9751917.01,0,,,06/01/2021
IDAD7650,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Disbursing,,XDR,P175036,RY: Restoring Educt'n & Learn'g Emer Prj,53300000,0,45132828.22,7834309.61,0,,,09/01/2021
IDAD7660,SOUTH ASIA,Maldives,Disbursing,,XDR,P174014,COVID-19 Emergency Income Support,21600000,0,6630875.26,14866367.33,0,,,17/02/2021
IDAD7670,AFRICA EAST,South Sudan,Disbursing,,XDR,P168926,Essential Health Services Project,5000000,0,3647.19,4885265,0,,,10/02/2021
IDAD7680,SOUTH ASIA,Afghanistan,Terminated,,XDR,P173387,ENETAWF,0,0,0,0,0,,,
IDAD7690,AFRICA WEST,Sierra Leone,Disbursing,,XDR,P171059,Sierra Leone Energy Access,50000000,0,39382047.19,9718324.1,0,,,22/02/2021
IDAD7700,AFRICA EAST,Sudan,Signed,,XDR,P173521,SFS Project,210000000,0,205599771,0,0,,,24/03/2021
IDAD7730,AFRICA WEST,Mali,Effective,,XDR,P164032,Improving Education Quality and Results,40000000,0,39188520,0,0,,,23/03/2021
IDAD7740,AFRICA EAST,Madagascar,Disbursing,,XDR,P149323,MG-Social Safety Net Project,150000000,0,116704160.2,29077332.32,0,,,10/03/2021
IDAD7750,LATIN AMERICA AND CARIBBEAN,Haiti,Disbursing,,XDR,P174111,HT ASPIRE,75000000,0,63759698.97,9317600.94,0,,,17/03/2021
IDAD7760,EUROPE AND CENTRAL ASIA,Tajikistan,Disbursing,,XDR,P173765,Tajikistan Emergency COVID-19 Project,8630000,0,967913.52,7488100.57,0,,,21/05/2021
IDAD7770,EUROPE AND CENTRAL ASIA,Tajikistan,Disbursing,,XDR,P173765,Tajikistan Emergency COVID-19 Project,12570000,0,3896461.08,8515789.07,0,,,21/05/2021
IDAD7780,AFRICA EAST,Sao Tome and Principe,Disbursing,,XDR,P163088,Social Protection and Skills Development,8000000,0,1520096.01,6427857.29,0,,,22/03/2021
IDAD7790,EAST ASIA AND PACIFIC,"Micronesia, Federated States of",Disbursing,,XDR,P172225,PRIME,40000000,0,36910272.52,2000000,0,,,24/05/2021
IDAD7800,AFRICA WEST,Niger,Effective,,XDR,P171793,ENHANCING NORTHEASTERN CONNECTIVITY,52500000,0,51085035,0,0,,,01/06/2021
IDAD7810,SOUTH ASIA,Afghanistan,Effective,,XDR,P173775,Afghanistan COVID19 Emergency Response,60000000,0,58362903,0,0,,,08/04/2021
IDAD7820,AFRICA WEST,Niger,Effective,,XDR,P166602,Niger ASN2,50000000,0,48705732,0,0,,,01/06/2021
IDAD7830,AFRICA WEST,Liberia,Disbursing,,XDR,P174417,REALISE Project,5000000,0,4058536.96,839097.74,0,,,12/04/2021
IDAD7840,AFRICA WEST,Western Africa,Signed,,XDR,P160708,Regional Off-Grid Electricity Access,15000000,0,14695695,0,0,,,18/06/2021
IDAD7850,AFRICA WEST,Liberia,Disbursing,,XDR,P173416,LESSAP,15000000,0,14356220.19,342400,0,,,12/04/2021
IDAD7860,AFRICA WEST,Mali,Effective,,XDR,P168812,PAFEEM,30000000,0,29251431,0,0,,,20/04/2021
IDAD7870,AFRICA WEST,Togo,Disbursing,,XDR,P174266,Togo UHC Project,35000000,0,28670073.81,5338355.97,0,,,31/03/2021
IDAD7880,AFRICA EAST,Sudan,Disbursing,,XDR,P175139,Reengagement and Reform DPF,1160000000,56431004.96,0.05,1096893255,0,,,24/03/2021
IDAD7890,AFRICA EAST,Sudan,Disbursing,,XDR,P175139,Reengagement and Reform DPF,215000000,0,797070.93,212293332.7,0,,,24/03/2021
IDAD7900,AFRICA EAST,Burundi,Disbursing,,XDR,P156012,Health System Support Project (KIRA),50000000,0,45688521.45,3050000,0,,,03/05/2021
IDAD7910,AFRICA EAST,Ethiopia,Disbursing,,XDR,P173750,Ethiopia COVID-19 Emergency Response,207000000,0,170867364.7,30800808.08,0,,,23/04/2021
IDAD7920,EUROPE AND CENTRAL ASIA,Tajikistan,Approved,,XDR,P170132,Rural Electrification Project,10000000,0,9797130,0,0,,,
IDAD7930,AFRICA EAST,Mozambique,Disbursing,,XDR,P172657,Moz Learning,160000000,0,137597174.8,18077960.06,0,,,07/06/2021
IDAD7940,AFRICA EAST,"Congo, Democratic Republic of",Disbursing,,XDR,P171141,Kinshasa Multisector Dev and Urban Res,250000000,0,222706498.4,20384222.41,0,,,12/05/2021
IDAD7950,AFRICA WEST,Western Africa,Effective,,XDR,P173197,PRAPS II,20000000,0,19454301,0,0,,,11/05/2021
IDAD7960,AFRICA WEST,Mauritania,Effective,,XDR,P173197,PRAPS II,45000000,0,43807167,0,0,,,28/05/2021
IDAD7970,AFRICA WEST,Chad,Signed,,XDR,P173197,PRAPS II,100000000,0,97271505,0,0,,,02/07/2021
IDAD7980,AFRICA WEST,Niger,Effective,,XDR,P173197,PRAPS II,30000000,0,29111472,0,0,,,01/06/2021
IDAD7990,AFRICA WEST,Mali,Signed,,XDR,P173197,PRAPS II,30000000,0,29111472,0,0,,,21/09/2021
IDAD8000,AFRICA WEST,Burkina Faso,Disbursing,,XDR,P173197,PRAPS II,22500000,0,19378801.03,2592778.25,0,,,05/05/2021
IDAD8010,AFRICA WEST,Senegal,Effective,,XDR,P173197,PRAPS II,22500000,0,21973563,0,0,,,04/06/2021
IDAD8020,AFRICA WEST,"Gambia, The",Disbursing,,XDR,P173798,The Gambia COVID-19 Project,8000000,0,3237689.81,4677488.19,0,,,28/04/2021
IDAD8030,AFRICA EAST,Mozambique,Disbursing,,XDR,P164847,SouthernAfrica Trade & Connectivity Proj,230000000,0,222911357.5,892667.76,0,,,07/06/2021
IDAD8040,AFRICA EAST,Malawi,Effective,,XDR,P164847,SouthernAfrica Trade & Connectivity Proj,75000000,0,73058598,0,0,,,15/07/2021
IDAD8050,AFRICA EAST,Rwanda,Disbursing,,XDR,P173855,Rwanda COVID-19 Emergency Response,15000000,0,35408.41,14924859.32,0,,,22/04/2021
IDAD8060,AFRICA WEST,Chad,Effective,,XDR,P162956,TD  Climate Resilien Ag & Product Proj,15000000,0,14695695,0,0,,,23/08/2021
IDAD8070,AFRICA WEST,Chad,Disbursing,,XDR,P172504,HSPSP,90000000,0,81993275.55,5620573.41,0,,,21/09/2021
IDAD8080,AFRICA EAST,Ethiopia,Effective,,XDR,P163050,GEQIP-E,55000000,0,53604297,0,0,,,01/07/2021
IDAD8090,AFRICA EAST,Mozambique,Disbursing,,XDR,P176157,Northern Crisis Recovery Project (NCRP),100000000,0,79247896.44,19700000,0,,,20/05/2021
IDAD8100,AFRICA EAST,Mozambique,Disbursing,,XDR,P171664,Economic Linkages for Diversification,100000000,0,92861930.52,6000000.01,0,,,25/05/2021
IDAD8110,AFRICA WEST,Benin,Disbursing,,XDR,P149117,Benin Cross Border Tourism & Competitive,12500000,0,4574273.32,7881570.83,0,,,31/05/2021
IDAD8120,AFRICA EAST,Mozambique,Disbursing,,XDR,P174002,Sustainable Rural Economy Program,150000000,0,123168024.5,25029172.13,0,,,28/06/2021
IDAD8130,AFRICA EAST,Sao Tome and Principe,Disbursing,,XDR,P173783,STP COVID-19 Emergency Response Project,3000000,0,1705336.44,1387239.79,0,,,31/05/2021
IDAD8140,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Disbursing,,XDR,P176129,RY: Food Security Response & Resilience,18780000,0,16419029.26,1917201.11,0,,,10/07/2021
IDAD8150,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Disbursing,,XDR,P176129,RY: Food Security Response & Resilience,39070000,0,26530400.55,12084885,0,,,29/06/2021
IDAD8160,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Effective,,XDR,P176129,RY: Food Security Response & Resilience,42150000,0,41007987,0,0,,,09/07/2021
IDAD8180,AFRICA EAST,Sao Tome and Principe,Disbursing,,XDR,P162129,STP: Institutional Capacity,7000000,0,6005987.26,1000000,0,,,08/06/2021
IDAD8190,AFRICA WEST,Guinea,Disbursing,,XDR,P168613,GN - NRM and Mining project,32500000,0,31376701,827290.14,0,,,09/06/2021
IDAD8200,AFRICA WEST,Mali,Signed,,XDR,P167569,Regional Electricity and BEST,27500000,0,27292005,0,0,,,01/10/2021
IDAD8210,AFRICA WEST,Niger,Signed,,XDR,P173830,Sahel Recovery and Stabilization Project,50000000,0,49405527,0,0,,,05/08/2021
IDAD8220,AFRICA EAST,Malawi,Disbursing,,XDR,P172627,Skills Development Project II,50000000,0,48825490.7,585341.04,0,,,19/07/2021
IDAD8240,AFRICA EAST,South Sudan,Effective,,XDR,P169120,South Sudan RALP,62500000,0,61861878,0,0,,,24/06/2021
IDAD8250,AFRICA EAST,Mozambique,Disbursing,,XDR,P175884,COVID-19 Response Project,100000000,0,64691655.56,34484608.79,0,,,23/06/2021
IDAD8260,AFRICA WEST,Niger,Signed,,XDR,P167569,Regional Electricity and BEST,52500000,0,51924789,0,0,,,27/08/2021
IDAD8270,AFRICA WEST,Western Africa,Effective,,XDR,P167569,Regional Electricity and BEST,16000000,0,15815367,0,0,,,28/09/2021
IDAD8280,AFRICA WEST,Senegal,Effective,,XDR,P167569,Regional Electricity and BEST,64500000,0,63821304,0,0,,,25/06/2021
IDAD8290,AFRICA EAST,South Sudan,Effective,,XDR,P174546,ELRP Phase 3,50700000,0,50105322,0,0,,,01/08/2021
IDAD8300,AFRICA WEST,Western Africa,Signed,,XDR,P173830,Sahel Recovery and Stabilization Project,2500000,0,2519262,0,0,,,29/07/2021
IDAD8310,AFRICA WEST,Mali,Signed,,XDR,P173830,Sahel Recovery and Stabilization Project,50000000,0,48845691,0,0,,,01/10/2021
IDAD8320,AFRICA EAST,Uganda,Approved,,XDR,P171305,Uganda Digital Acceleration Project-GovN,60000000,0,59342616,0,0,,,
IDAD8330,AFRICA WEST,Burkina Faso,Signed,,XDR,P173830,Sahel Recovery and Stabilization Project,75000000,0,73198557,0,0,,,14/07/2021
IDAD8340,AFRICA WEST,Mauritania,Effective,,XDR,P167569,Regional Electricity and BEST,90000000,0,89013924,0,0,,,13/07/2021
IDAD8350,EUROPE AND CENTRAL ASIA,Tajikistan,Effective,,XDR,P171892,TRO,50000000,0,48845691,0,0,,,03/06/2021
IDAD8360,EUROPE AND CENTRAL ASIA,Tajikistan,Effective,,XDR,P173977,Modernizing the NSS in Tajikistan,10000000,0,9797130,0,0,,,25/06/2021
IDAD8370,AFRICA EAST,Somalia,Signed,,XDR,P172434,Somalia Education Project,40000000,0,39048561,0,0,,,30/06/2021
IDAD8380,AFRICA WEST,Sierra Leone,Signed,,XDR,P172492,Accountable Governance for Basic Service,40000000,0,39048561,0,0,,,29/07/2021
IDAD8390,AFRICA EAST,Eastern Africa,Disbursing,,XDR,P174546,ELRP Phase 3,3000000,0,2737275.83,201605,0,,,21/07/2021
IDAD8400,AFRICA WEST,Liberia,Disbursing,,XDR,P175570,Liberia Inclusive Growth DPO 2,20000000,0,0,19935020,0,,,18/06/2021
IDAD8410,AFRICA WEST,Senegal,Effective,,XDR,P172422,Senegal Land Project,40000000,0,39048561,0,0,,,25/06/2021
